,0,1,2,3,4,output
0,-166488.19108575597,-75538.15366436109,-472.9521054164679,-138.24059588750168,356.37260022111815,1
1,-114226.97681662049,9780.67125028069,2734.447476979464,-1567.195890512031,-4050.7103349138997,1
2,-98432.36218043296,-33471.38733047491,-2678.4697905402763,-5102.262356683786,3361.177076139641,0
3,-71230.67590328713,-95224.27310383576,-10047.716971643724,4420.222964305588,-637.9324407920225,0
4,-114834.61836512235,-68729.18523305996,24604.9480854686,34257.290425580315,8197.837873654424,0
5,-67063.51270309032,-97913.79657320588,-34488.74549810297,9142.94485771813,3925.0063891847985,0
6,1027202.3442550962,-196044.47169829096,202092.61502833175,-13701.59887969228,-56646.590779692146,0
7,-124842.37519638441,-7202.870021479893,-5041.721453351755,-3111.865830617405,729.7181363687258,0
8,-86857.77598058592,17128.342589400356,-1600.5436406040994,-204.54140196547564,-7482.660144713805,0
9,-160662.76239527782,-78307.75194286706,16398.98433191999,-7466.230549547098,8040.135291368738,0
10,-68122.78830346011,75357.34104526206,-7491.0963507664255,-3769.8141351955614,-4817.355227231595,0
11,-18680.31250463622,117693.01073984761,6166.124762688902,428.0518860687614,10933.710504939661,0
12,145862.03023572455,448067.5918681005,-10665.389404178219,-7576.5266250533,-19157.004986740245,0
13,-22732.05593976768,-99842.33728399912,-12200.410538749393,6630.903262310238,-11171.311523132727,1
14,76998.76303109787,50677.240845411994,-1945.2239932530556,-6981.684979002942,-8120.433519879667,0
15,-84486.78643040443,-87440.43102667517,-3032.528645826745,-8333.888253687497,5055.438329388617,0
16,-131950.67316672482,-94949.40320337127,8597.758481363153,-1587.525785535703,-1212.1765775620709,1
17,338039.0138869795,-10259.003426878266,-108707.37849428304,3908.9157518905295,160624.15420253645,0
18,-2328.3404009813844,221639.7372422479,-4188.372968068834,-6327.6800565794165,-15983.716397860362,0
19,-90814.65912607651,65215.65393828713,-483.0476092354509,-3011.80515717595,-8041.029688473737,0
20,-68523.91318610373,-3945.6033537865032,-21602.23120595102,7277.21920650214,5299.889059329391,0
21,-119608.32539977717,12715.232118024274,1003.0145187443986,-1779.4206145153807,-4747.820232332207,1
22,-51108.29961017654,-83245.38239438111,15239.186012872793,-3304.4870122966936,-3616.3390195174156,1
23,52809.35823270141,293958.15862689336,-15566.242811015778,-4078.7154467614723,-13624.327638556282,1
24,-123617.11338344325,-19047.440382027322,5275.6191915019235,-4500.892959610089,1976.6626264308493,0
25,-77729.83666683488,-91406.17932702859,-6551.205801502347,-3509.6129064222278,2509.9309112069022,0
26,-149883.4359476629,-38951.268829122484,2334.989788180359,185.14937766143888,-2032.4922062432427,1
27,-114881.22495838017,-70140.46932419982,5512.090237210952,-3536.5923086265484,658.1633638352339,0
28,-140349.98219443613,-54834.862035110564,17859.270370353355,-3194.242529267856,11775.586212372229,0
29,-120108.53921671324,-67257.50638846161,5126.078021520476,834.6270776944817,-3754.1737399828207,0
30,-24489.56073641683,87510.30943805983,18232.932151648714,-1033.5725663644414,26670.907454212975,0
31,-100484.83030033247,-78412.44242737288,700.2209719759072,-4473.312836480901,1035.1256764699153,1
32,46171.86910331829,-103952.17848169795,6173.627186189731,-7293.814381500559,-2394.1911771876794,0
33,113136.86985787727,321327.6596143794,31646.475025763644,4681.051130687408,30993.86914038244,0
34,89379.8339305647,331364.7376187734,-8776.006481104054,26157.727712806904,-10830.01604303796,0
35,-90461.01051816283,42061.32326358118,-18178.252451465116,-8037.132677245333,3307.621187787496,0
36,338108.88569629425,-62338.726301655974,23511.992977171034,-18268.93154108756,-7856.284083576355,0
37,-136187.44566790777,-45685.12804628341,-8945.358416230167,4360.453213879237,20399.7627666399,0
38,-154403.2642988607,-47929.4094772991,1917.382419066432,-495.3394713113103,-2137.544260370929,1
39,-23172.331424793396,142616.2849315021,11257.803937352899,-6513.682105769851,-3105.5612758290995,0
40,585927.9923862361,-105753.48575175357,135596.0052195726,10405.142368137238,-89190.22518845471,0
41,-5480.610349963415,-108973.05070950364,13406.95485677535,-6241.376482857191,-168.4192363556141,0
42,-166210.69586092132,-86968.38889266133,5843.260916635466,3465.9395953016847,471.2254029340915,0
43,25498.661315715082,-46071.98736737853,21381.975175519696,-8878.60488060757,-4595.960284376177,0
44,-107826.6004006465,-85430.79788740686,15810.836771006421,799.4550937364266,-881.7256941920359,0
45,-76066.93935832298,91286.33447189712,-1100.60182082045,-3564.450965472689,-9364.810780870897,1
46,-140271.97920355093,-90000.5450301659,1715.3529002614089,4183.3366828587,-567.0563822323547,1
47,-101767.42285884595,37008.227048473826,-3027.2015425729933,-1764.3635593593406,-5388.126829098886,1
48,51071.94911667228,216558.72460787592,1301.610661399383,8544.224646090835,6356.702950727925,0
49,-128548.21169048753,-96857.42065538453,9199.864809962484,-1003.9665619757,-1179.957603136767,0
50,-63924.39998190852,-76045.90616337358,12158.750460800129,-3119.5963230041093,-4088.6352609041483,1
51,-34626.47003500027,-58481.888757353845,-12214.943744210583,-4533.361249229181,240.51808592614438,0
52,-9850.759803145,169198.61046345477,-5947.598807228766,2598.943178722971,-6014.747193720007,0
53,764.3138199680924,13575.012502853602,11547.91685446877,-7020.0430694788465,-8102.418668661557,0
54,-41151.99616077627,2705.5822491676417,-15877.275012455564,-989.2934584297371,-1764.2258745476977,0
55,69673.54569030614,341625.7031236671,-7939.998834448508,-9312.608729124186,-19228.821817886044,0
56,-69724.35041509534,53816.9201447926,-8361.61259157924,-948.0584488385342,3136.02067817692,0
57,249858.41402045955,-127777.48994115136,-6861.4516657496315,3553.1511542653084,-16993.690601432718,0
58,-78544.90672633765,81261.96358658087,-783.1053130612042,-3761.6540426636366,-8077.315666050015,0
59,830434.6160990143,-202665.0264285267,31185.730599046416,-18778.998484322587,-8125.952285054382,0
60,106078.21403840181,320955.6183448338,-11847.679924012009,-8989.106122617211,-18732.895691623668,1
61,-53037.069600448995,-83229.74283518265,-56895.67480409132,20900.65113966972,410.7790418029378,0
62,-99075.70714064146,-79121.44552789598,10672.779474906152,-2399.176740314369,-1927.1336465647137,1
63,-132416.63530184963,-60711.1955588386,-24934.89611599991,-7409.29773695799,7334.22433169978,1
64,-114543.74258302907,21351.039235297205,1721.3109182127419,-2676.5793457759864,-4813.586260398248,0
65,96786.96113329852,-20289.18806119807,-139113.79743544033,36390.94845235093,7044.704675331394,1
66,-166316.01101203752,-87025.31163718062,5116.955159493594,345.4437162858263,-674.5735245802643,1
67,-72977.5757523865,89800.25018149847,2092.7425349300383,-3124.7884054966858,-6373.527118384001,0
68,-112730.91617736871,21667.10192390171,18399.738873705046,-8219.822937802664,6980.515070947562,0
69,-137437.07387419813,-92025.50513874397,-2097.3015592682336,3222.64256395405,-3361.8189076190365,0
70,-139094.56015421406,-22130.554408225715,1751.4732326803148,-969.8178852008791,-2866.2291983112796,0
71,106008.53106928224,114658.49824239191,12341.73927660657,-11674.138344456773,-13367.057452291105,1
72,-70968.02782429529,77391.13730760867,-1964.9936937803677,-5553.6631795203375,-1541.1058104089905,0
73,-34652.68843243858,159766.44377852895,-1162.030149270335,-1735.1951891373626,-11620.752198992608,0
74,38575.922947996696,179453.90008447607,52742.72421807297,-3161.1834331057316,38500.37492731024,0
75,-133692.53264863006,-93979.4006296442,8407.074742390045,-1778.0829023261313,-1010.1213905022946,0
76,-100755.25909706982,-78659.8727736823,-25663.811852958625,6584.606795187635,3249.2154392356447,0
77,-31162.121896496843,169167.33374630773,-2765.02891063422,-4968.237359750811,-12797.308220422488,0
78,-110518.739790635,-95791.19814636881,-3537.6871796155187,5736.836272532484,-5932.593235501809,1
79,-61319.21950524508,117357.01510674524,-1718.1560973536104,-4117.096792779879,-10688.591966228209,1
80,280167.89932087564,186175.2787850717,-119504.1299793915,39090.44205103524,-19952.88296502532,0
81,101983.31365558771,166975.30499669697,71381.82204419434,-31046.535426567512,37372.05734195109,0
82,-98357.90777794138,-68243.2455895051,-256.0078078464166,1110.0030276616226,-3300.6221423144175,1
83,268359.656602852,113969.57592696926,-18799.561686449983,-8414.744289593511,-18234.77928057382,0
84,-89984.10174942027,-84652.11163595178,-20905.775911661294,-7510.029603340012,6865.310939377954,0
85,136854.2496532696,-83881.10817089335,34931.797710309664,-39054.44629860956,31286.791752675566,0
86,-1000.9126654444636,220931.02524306966,-4345.624323655255,-5923.193175345883,-15443.94608716801,1
87,-89169.2591572472,41529.13719944912,1924.7407381635944,997.930966651221,-8169.020542380028,0
88,-27647.08624470468,-28053.42573233687,-83884.94464229918,-3925.8914528073246,30885.115130068538,0
89,-147913.61584402024,-85840.17272967925,8744.245299041879,-876.6244680726952,275.3283493632737,0
90,223809.670790308,-89355.79934861523,36839.443228282995,-16773.80971344835,-9770.741992467261,1
